CountyCode	PrecinctNu	CensusBloc	Split
MRT	7	120850008001043	
MRT	7	120850008001044	
MRT	7	120850008001045	
MRT	7	120850008001046	
MRT	7	120850008001047	
MRT	7	120850008001048	
MRT	7	120850008001049	
MRT	7	120850008001050	
MRT	7	120850008001051	
MRT	8	120850008002000	
MRT	8	120850008002001	
MRT	8	120850008002002	
MRT	8	120850008002003	
MRT	8	120850008002004	
MRT	8	120850008002005	
MRT	8	120850008002006	
MRT	8	120850008002007	
MRT	8	120850008002008	
MRT	8	120850008002009	
MRT	8	120850008002010	
MRT	8	120850008002011	
MRT	8	120850008002012	
MRT	8	120850008002013	
MRT	8	120850008002014	
MRT	8	120850008002015	
MRT	8	120850008002016	
MRT	8	120850008002017	
MRT	8	120850008002018	
MRT	8	120850008002019	
MRT	8	120850008002020	
MRT	8	120850008002021	
MRT	8	120850008002022	
MRT	8	120850008002023	
MRT	8	120850008002024	
MRT	8	120850008002025	
MRT	8	120850008002026	
MRT	8	120850008002027	
MRT	8	120850008002028	
MRT	8	120850008002029	
MRT	8	120850008002030	
MRT	8	120850008002031	
MRT	8	120850008002032	
MRT	8	120850008002033	
MRT	8	120850008002034	
MRT	8	120850008002035	
MRT	8	120850008002036	
MRT	8	120850008002037	
MRT	5	120850009011000	
MRT	5	120850009011001	
MRT	5	120850009011002	
MRT	5	120850009011003	
MRT	5	120850009011004	
MRT	5	120850009011005	
MRT	5	120850009011006	
MRT	5	120850009011007	
MRT	5	120850009011008	
MRT	5	120850009011009	
MRT	5	120850009011010	
MRT	5	120850009011011	
MRT	5	120850009011012	
MRT	5	120850009011013	
MRT	5	120850009011014	
MRT	5	120850009011015	
MRT	5	120850009011016	
MRT	5	120850009011017	
MRT	5	120850009011018	
MRT	5	120850009011019	
MRT	5	120850009011020	
MRT	5	120850009011021	
MRT	5	120850009011022	
MRT	5	120850009011023	
MRT	5	120850009011024	
MRT	5	120850009011025	
MRT	5	120850009011026	
MRT	7	120850009012000	
MRT	7	120850009012001	
MRT	7	120850009012002	
MRT	7	120850009012003	
MRT	7	120850009012004	
MRT	7	120850009012005	
MRT	7	120850009012006	
MRT	7	120850009012007	
MRT	5	120850009012008	
MRT	7	120850009012009	
MRT	5	120850009013000	
MRT	5	120850009013001	
MRT	5	120850009013002	
MRT	7	120850009013003	
MRT	7	120850009013004	
MRT	7	120850009013005	
MRT	7	120850009013006	
MRT	7	120850009013007	
MRT	5	120850009013008	
MRT	5	120850009013009	
MRT	5	120850009021000	
MRT	5	120850009021001	
MRT	7	120850009021002	
MRT	5	120850009021003	
MRT	5	120850009021004	
MRT	7	120850009021005	
MRT	7	120850009021006	
MRT	7	120850009021007	
MRT	7	120850009021008	
MRT	7	120850009021009	
MRT	7	120850009021010	
MRT	7	120850009021011	
MRT	5	120850009021012	
MRT	7	120850009021013	
MRT	7	120850009021014	
MRT	7	120850009021015	
MRT	5	120850009021016	
MRT	7	120850009021017	
MRT	5	120850009021018	
MRT	5	120850009021019	
MRT	7	120850009021020	
MRT	7	120850009021021	
MRT	7	120850009021022	
MRT	7	120850009021023	
MRT	7	120850009021024	
MRT	7	120850009021025	
MRT	7	120850009021026	
MRT	7	120850009021027	
MRT	5	120850009021028	
MRT	7	120850009021029	
MRT	7	120850009021030	
MRT	7	120850009021031	
MRT	5	120850009021032	
MRT	5	120850009021033	
MRT	5	120850009022000	
MRT	7	120850009022001	
MRT	7	120850009022002	
MRT	7	120850009022003	
MRT	7	120850009023000	
MRT	7	120850009023001	
MRT	7	120850009023002	
MRT	7	120850009023003	
MRT	7	120850009023004	
MRT	7	120850009023005	
MRT	7	120850009023006	
MRT	7	120850009023007	
MRT	7	120850009023008	
MRT	7	120850009023009	
MRT	7	120850009023010	
MRT	7	120850009023011	
MRT	7	120850009023012	
MRT	7	120850009023013	
MRT	7	120850009023014	
MRT	7	120850009023015	
MRT	7	120850009023016	
MRT	8	120850009023017	
MRT	8	120850009023018	
MRT	8	120850009023019	
MRT	7	120850009023020	
MRT	8	120850009023021	
MRT	8	120850009023022	
MRT	8	120850009023023	
MRT	8	120850009023024	
MRT	7	120850009023025	
MRT	7	120850009023026	
MRT	7	120850009023027	
MRT	7	120850009023028	
MRT	7	120850009023029	
MRT	7	120850009023030	
MRT	8	120850009023031	
MRT	8	120850009023032	
MRT	8	120850009023033	
MRT	8	120850009023034	
MRT	8	120850009023035	
MRT	8	120850009023036	
MRT	8	120850009023037	
MRT	8	120850009023038	
MRT	8	120850009023039	
MRT	8	120850009023040	
MRT	8	120850009023041	
MRT	8	120850009023042	
MRT	8	120850009023043	
MRT	8	120850009024000	
MRT	8	120850009024001	
MRT	8	120850009024002	
MRT	8	120850009024003	
MRT	8	120850009024004	
MRT	8	120850009024005	
MRT	8	120850009024006	
MRT	8	120850009024007	
MRT	8	120850009024008	
MRT	8	120850009024009	
MRT	8	120850009024010	
MRT	8	120850009024011	
MRT	8	120850009024012	
MRT	8	120850009024013	
MRT	8	120850009024014	
MRT	8	120850009024015	
MRT	8	120850009024016	
MRT	8	120850009024017	
MRT	8	120850009024018	
MRT	8	120850009024019	
MRT	7	120850010001000	
MRT	7	120850010001001	
MRT	7	120850010001002	
MRT	7	120850010001003	
MRT	7	120850010001004	
MRT	7	120850010001005	
MRT	7	120850010001006	
MRT	7	120850010001007	
MRT	7	120850010001008	
MRT	7	120850010001009	
MRT	7	120850010001010	
MRT	7	120850010001011	
MRT	7	120850010001012	
MRT	7	120850010001013	
MRT	7	120850010001014	
MRT	7	120850010001015	
MRT	7	120850010001016	
MRT	7	120850010001017	
MRT	7	120850010001018	
MRT	7	120850010001019	
MRT	7	120850010001020	
MRT	7	120850010001021	
MRT	8	120850010001022	
MRT	7	120850010001023	
MRT	7	120850010001024	
MRT	7	120850010001025	
MRT	7	120850010001026	
MRT	7	120850010001027	
MRT	7	120850010001028	
MRT	7	120850010001029	
MRT	7	120850010001030	
MRT	7	120850010001031	
MRT	7	120850010001032	
MRT	7	120850010001033	
MRT	7	120850010001034	
MRT	7	120850010001035	
MRT	7	120850010001036	
MRT	7	120850010001037	
MRT	6	120850010001038	
MRT	6	120850010001039	
MRT	6	120850010001040	
MRT	6	120850010001041	
MRT	6	120850010001042	
MRT	6	120850010001043	
MRT	6	120850010001044	
MRT	6	120850010001045	
MRT	6	120850010001046	
MRT	6	120850010001047	
MRT	7	120850010001048	
MRT	7	120850010001049	
MRT	7	120850010001050	
MRT	7	120850010001051	
MRT	6	120850010001052	
MRT	6	120850010001053	
MRT	7	120850010001054	
MRT	7	120850010001055	
MRT	7	120850010001056	
MRT	6	120850010001057	
MRT	6	120850010001058	
MRT	6	120850010001059	
MRT	6	120850010001060	
MRT	6	120850010001061	
MRT	6	120850010001062	
MRT	6	120850010001063	
MRT	6	120850010001064	
MRT	6	120850010001065	
MRT	6	120850010001066	
MRT	7	120850010001067	
MRT	6	120850010001068	
MRT	7	120850010001069	
MRT	6	120850010001070	
MRT	6	120850010001071	
MRT	7	120850010001072	
MRT	6	120850010001073	
MRT	6	120850010001074	
MRT	7	120850010001075	
MRT	7	120850010001076	
MRT	7	120850010001077	
MRT	7	120850010001078	
MRT	7	120850010001079	
MRT	7	120850010002000	
MRT	6	120850010002001	
MRT	6	120850010002002	
MRT	7	120850010002003	
MRT	6	120850010002004	
MRT	7	120850010002005	
MRT	6	120850010002006	
MRT	6	120850010002007	
MRT	6	120850010002008	
MRT	7	120850010002009	
MRT	6	120850010002010	
MRT	6	120850010002011	
MRT	6	120850010002012	
MRT	6	120850010002013	
MRT	6	120850010002014	
MRT	6	120850010002015	
MRT	6	120850010002016	
MRT	6	120850010002017	
MRT	6	120850010002018	
MRT	6	120850010002019	
MRT	7	120850010002020	
MRT	6	120850010003000	
MRT	6	120850010003001	
MRT	6	120850010003002	
MRT	6	120850010003003	
MRT	6	120850010003004	
MRT	6	120850010003005	
MRT	6	120850010003006	
MRT	6	120850010003007	
MRT	6	120850010003008	
MRT	6	120850010003009	
MRT	6	120850010003010	
MRT	6	120850010003011	
MRT	6	120850010003012	
MRT	6	120850010003013	
MRT	7	120850010003014	
MRT	7	120850010003015	
MRT	7	120850010003016	
MRT	6	120850010003017	
MRT	6	120850010003018	
MRT	6	120850010003019	
MRT	6	120850010003020	
MRT	6	120850010003021	
MRT	18	120850011021000	
MRT	18	120850011021001	
MRT	18	120850011021002	
MRT	18	120850011021003	
MRT	18	120850011021004	
MRT	18	120850011021005	
MRT	18	120850011021006	
MRT	18	120850011021007	
MRT	18	120850011021008	
MRT	18	120850011021009	
MRT	18	120850011021010	
MRT	18	120850011021011	
MRT	18	120850011021012	
MRT	18	120850011021013	
MRT	18	120850011021014	
MRT	18	120850011021015	
MRT	18	120850011021016	
MRT	18	120850011021017	
MRT	18	120850011021018	
MRT	18	120850011021019	
MRT	18	120850011021020	
MRT	18	120850011021021	
MRT	18	120850011021022	
MRT	18	120850011021023	
MRT	18	120850011021024	
MRT	18	120850011021025	
MRT	18	120850011021026	
MRT	18	120850011021027	
MRT	18	120850011021028	
MRT	18	120850011021029	
MRT	18	120850011021030	
MRT	18	120850011021031	
MRT	18	120850011021032	
MRT	18	120850011021033	
MRT	18	120850011021034	
MRT	18	120850011021035	
MRT	18	120850011021036	
MRT	18	120850011021037	
MRT	18	120850011021038	
MRT	18	120850011022000	
MRT	18	120850011022001	
MRT	18	120850011022002	
MRT	18	120850011022003	
MRT	18	120850011022004	A
MRT	15	120850011022004	B
MRT	15	120850011022004	C
MRT	18	120850011022005	
MRT	18	120850011022006	
MRT	18	120850011022007	
MRT	18	120850011022008	
MRT	18	120850011022009	
MRT	18	120850011022010	
MRT	18	120850011022011	
MRT	18	120850011022012	
MRT	18	120850011022013	
MRT	15	120850011022014	A
MRT	18	120850011022014	B
MRT	18	120850011022014	C
MRT	15	120850011022015	
MRT	15	120850011022016	
MRT	15	120850011022017	
MRT	15	120850011022018	
MRT	31	120850011022019	A
MRT	15	120850011022019	B
MRT	15	120850011022020	
MRT	18	120850011022021	A
MRT	22	120850011022021	B
MRT	22	120850011022022	
MRT	22	120850011022023	
MRT	22	120850011022024	
MRT	22	120850011022025	
MRT	22	120850011022026	
MRT	22	120850011022027	
MRT	22	120850011022028	
MRT	22	120850011022029	
MRT	22	120850011022030	
MRT	22	120850011022031	
MRT	22	120850011022032	
MRT	22	120850011022033	
MRT	22	120850011022034	
MRT	22	120850011022035	
MRT	22	120850011022036	
MRT	22	120850011022037	
MRT	22	120850011022038	
MRT	22	120850011022039	
MRT	22	120850011022040	
MRT	22	120850011022041	
MRT	22	120850011022042	
MRT	22	120850011022043	
MRT	22	120850011022044	
MRT	22	120850011022045	
MRT	22	120850011022046	
MRT	22	120850011022047	
MRT	22	120850011022048	
MRT	22	120850011022049	
MRT	22	120850011022050	
MRT	22	120850011022051	
MRT	22	120850011022052	
MRT	22	120850011022053	
MRT	22	120850011022054	
MRT	19	120850011022055	
MRT	19	120850011022056	
MRT	22	120850011022057	
MRT	22	120850011022058	
MRT	15	120850011022059	
MRT	15	120850011022060	
MRT	19	120850011022061	
MRT	19	120850011022062	
MRT	19	120850011022063	
MRT	19	120850011022064	
MRT	19	120850011022065	
MRT	19	120850011022066	
MRT	19	120850011022067	
MRT	19	120850011022068	
MRT	15	120850011022069	
MRT	15	120850011022070	
MRT	15	120850011022071	
MRT	15	120850011022072	
MRT	19	120850011022073	
MRT	19	120850011022074	
MRT	19	120850011022075	
MRT	19	120850011022076	
MRT	19	120850011022077	
MRT	19	120850011022078	
MRT	19	120850011022079	
MRT	19	120850011022080	
MRT	19	120850011022081	
MRT	19	120850011022082	
MRT	22	120850011022083	
MRT	22	120850011022084	
MRT	22	120850011022085	
MRT	19	120850011022086	
MRT	15	120850011022087	
MRT	15	120850011022088	
MRT	19	120850011022089	
MRT	19	120850011022090	
MRT	15	120850011022091	
MRT	22	120850011022092	
MRT	22	120850011022093	
MRT	22	120850011022094	
MRT	22	120850011022095	
MRT	22	120850011022096	
MRT	22	120850011022097	
MRT	22	120850011022098	
MRT	22	120850011022099	
MRT	22	120850011022100	
MRT	22	120850011022101	
MRT	31	120850011023000	A
MRT	15	120850011023000	B
MRT	31	120850011023001	A
MRT	31	120850011023001	B
MRT	15	120850011023001	C
MRT	15	120850011023002	
MRT	15	120850011023003	
MRT	15	120850011023004	
MRT	15	120850011023005	
MRT	15	120850011023006	
MRT	15	120850011023007	
MRT	31	120850011023008	A
MRT	15	120850011023008	B
MRT	15	120850011023009	
MRT	31	120850011023010	A
MRT	15	120850011023010	B
MRT	15	120850011023011	
MRT	31	120850011023012	
MRT	15	120850011023013	
MRT	15	120850011023014	
MRT	31	120850011023015	
MRT	31	120850011023016	A
MRT	15	120850011023016	B
MRT	31	120850011023017	
MRT	31	120850011023018	
MRT	19	120850011023019	
MRT	19	120850011023020	
MRT	19	120850011023021	
MRT	19	120850011023022	
MRT	19	120850011023023	
MRT	22	120850011031000	
MRT	22	120850011031001	
MRT	22	120850011031002	
MRT	22	120850011031003	
MRT	22	120850011031004	
MRT	22	120850011031005	
MRT	6	120850011031006	
MRT	6	120850011031007	
MRT	22	120850011031008	
MRT	22	120850011031009	
MRT	22	120850011031010	
MRT	22	120850011031011	
MRT	22	120850011031012	
MRT	22	120850011031013	
MRT	22	120850011031014	
MRT	22	120850011031015	
MRT	27	120850011031016	
MRT	27	120850011031017	
MRT	27	120850011031018	
MRT	27	120850011031019	
MRT	27	120850011031020	
MRT	27	120850011031021	
MRT	27	120850011031022	
MRT	22	120850011031023	
MRT	27	120850011031024	
MRT	27	120850011031025	
MRT	22	120850011031026	
MRT	22	120850011031027	
MRT	22	120850011031028	
MRT	22	120850011031029	
MRT	22	120850011031030	
MRT	22	120850011031031	
MRT	22	120850011031032	
MRT	22	120850011031033	
MRT	22	120850011031034	
MRT	22	120850011031035	
MRT	22	120850011031036	
MRT	22	120850011031037	
MRT	22	120850011031038	
MRT	22	120850011031039	
MRT	22	120850011031040	
MRT	22	120850011031041	
MRT	22	120850011031042	
MRT	22	120850011031043	
MRT	22	120850011031044	
MRT	22	120850011031045	
MRT	22	120850011031046	
MRT	22	120850011031047	
MRT	22	120850011031048	
MRT	22	120850011031049	
MRT	22	120850011031050	
MRT	22	120850011031051	
MRT	22	120850011031052	
MRT	22	120850011031053	
MRT	22	120850011031054	
MRT	22	120850011031055	
MRT	22	120850011031056	
MRT	22	120850011031057	
MRT	22	120850011031058	
MRT	22	120850011031059	
MRT	22	120850011031060	
MRT	22	120850011031061	
MRT	22	120850011031062	
MRT	22	120850011031063	
MRT	22	120850011031064	
MRT	11	120850011041000	
MRT	11	120850011041001	
MRT	11	120850011041002	
MRT	11	120850011041003	
MRT	11	120850011041004	
MRT	11	120850011041005	
MRT	11	120850011041006	
MRT	11	120850011041007	
MRT	11	120850011041008	
MRT	11	120850011041009	
MRT	11	120850011041010	
MRT	11	120850011041011	
MRT	11	120850011041012	
MRT	11	120850011041013	
MRT	11	120850011041014	
MRT	11	120850011041015	
MRT	11	120850011041016	
MRT	11	120850011041017	
MRT	11	120850011041018	
MRT	11	120850011041019	
MRT	11	120850011041020	
MRT	11	120850011041021	
MRT	11	120850011041022	
MRT	11	120850011041023	
MRT	11	120850011041024	
MRT	11	120850011041025	
MRT	11	120850011041026	
MRT	11	120850011041027	
MRT	11	120850011041028	
MRT	11	120850011041029	
MRT	11	120850011041030	
MRT	11	120850011041031	
MRT	11	120850011041032	
MRT	11	120850011041033	
MRT	11	120850011041034	
MRT	6	120850011042000	
MRT	6	120850011042001	
MRT	6	120850011042002	
MRT	6	120850011042003	
MRT	6	120850011042004	
MRT	6	120850011042005	
MRT	6	120850011042006	
MRT	6	120850011042007	
MRT	6	120850011042008	
MRT	6	120850011042009	
MRT	6	120850011042010	
MRT	6	120850011042011	
MRT	6	120850011042012	
MRT	6	120850011042013	
MRT	6	120850011042014	
MRT	6	120850011042015	
MRT	18	120850011042016	
MRT	18	120850011042017	
MRT	18	120850011042018	
MRT	18	120850011042019	
MRT	18	120850011042020	
MRT	18	120850011042021	
MRT	18	120850011042022	
MRT	18	120850011042023	
MRT	18	120850011042024	
MRT	11	120850011042025	
MRT	11	120850011042026	
MRT	11	120850011042027	
MRT	11	120850011042028	
MRT	18	120850011042029	
MRT	18	120850011042030	
MRT	18	120850011042031	
MRT	18	120850011042032	
MRT	18	120850011042033	
MRT	18	120850011042034	
MRT	11	120850011042035	
MRT	18	120850011042036	
MRT	11	120850011042037	
MRT	6	120850011043000	
MRT	6	120850011043001	
MRT	6	120850011043002	
MRT	6	120850011043003	
MRT	6	120850011043004	
MRT	6	120850011043005	
MRT	6	120850011043006	
MRT	6	120850011043007	
MRT	6	120850011043008	
MRT	11	120850011043009	
MRT	6	120850011043010	
MRT	6	120850011043011	
MRT	6	120850011043012	
MRT	6	120850011043013	
MRT	6	120850011043014	
MRT	11	120850011043015	
MRT	11	120850011043016	
MRT	11	120850011043017	
MRT	11	120850011043018	
MRT	11	120850011043019	
MRT	11	120850011043020	
MRT	11	120850011043021	
MRT	11	120850011043022	
MRT	11	120850011043023	
MRT	11	120850011043024	
MRT	11	120850011043025	
MRT	11	120850011043026	
MRT	11	120850011043027	
MRT	11	120850011043028	
MRT	11	120850011043029	
MRT	11	120850011043030	
MRT	11	120850011043031	
MRT	11	120850011043032	
MRT	11	120850011043033	
MRT	11	120850011043034	
MRT	11	120850011043035	
MRT	11	120850011043036	
MRT	11	120850011043037	
MRT	11	120850011043038	
MRT	11	120850011043039	
MRT	11	120850011043040	
MRT	11	120850011043041	
MRT	11	120850011043042	
MRT	11	120850011043043	
MRT	11	120850011043044	
MRT	11	120850011043045	
MRT	11	120850011043046	
MRT	6	120850011043047	
MRT	6	120850011043048	
MRT	6	120850011043049	
MRT	11	120850011043050	
MRT	11	120850011043051	
MRT	6	120850011043052	
MRT	6	120850011043053	
MRT	6	120850011043054	
MRT	6	120850011043055	
MRT	6	120850011043056	
MRT	6	120850011043057	
MRT	6	120850011043058	
MRT	6	120850011043059	
MRT	6	120850011043060	
MRT	6	120850011043061	
MRT	18	120850011043062	
MRT	6	120850011043063	
MRT	6	120850011043064	
MRT	18	120850011043065	
MRT	6	120850011043066	
MRT	16	120850012001000	
MRT	16	120850012001001	
MRT	6	120850012001002	
MRT	6	120850012001003	
MRT	6	120850012001004	
MRT	6	120850012001005	
MRT	6	120850012001006	
MRT	6	120850012001007	
MRT	6	120850012001008	
MRT	13	120850012001009	
MRT	11	120850012001010	
MRT	6	120850012001011	
MRT	6	120850012001012	
MRT	11	120850012001013	
MRT	6	120850012001014	
MRT	6	120850012001015	
MRT	6	120850012001016	
MRT	6	120850012001017	
MRT	6	120850012001018	
MRT	6	120850012001019	
MRT	11	120850012001020	
MRT	11	120850012001021	
MRT	11	120850012001022	
MRT	11	120850012001023	
MRT	11	120850012001024	
MRT	11	120850012001025	
MRT	11	120850012001026	
MRT	11	120850012001027	
MRT	11	120850012001028	
MRT	11	120850012001029	
MRT	11	120850012001030	
MRT	13	120850012001031	
MRT	16	120850012001032	
MRT	11	120850012001033	
MRT	11	120850012001034	
MRT	11	120850012001035	
MRT	11	120850012001036	
MRT	6	120850012001037	
MRT	6	120850012001038	
MRT	6	120850012001039	
MRT	6	120850012001040	
MRT	6	120850012001041	
MRT	6	120850012001042	
MRT	6	120850012001043	
MRT	11	120850012001044	
MRT	11	120850012001045	
MRT	11	120850012001046	
MRT	11	120850012001047	
MRT	11	120850012001048	
MRT	11	120850012001049	
MRT	11	120850012001050	
MRT	6	120850012001051	
MRT	11	120850012002000	
MRT	11	120850012002001	
MRT	11	120850012002002	
MRT	11	120850012002003	
MRT	11	120850012002004	
MRT	11	120850012002005	
MRT	11	120850012002006	
MRT	11	120850012002007	
MRT	11	120850012002008	
MRT	11	120850012002009	
MRT	11	120850012002010	
MRT	11	120850012002011	
MRT	11	120850012002012	
MRT	11	120850012002013	
MRT	11	120850012002014	
MRT	11	120850012002015	
MRT	11	120850012002016	
MRT	11	120850012002017	
MRT	11	120850012002018	
MRT	11	120850012002019	
MRT	11	120850012002020	
MRT	11	120850012002021	
MRT	11	120850012002022	
MRT	11	120850012002023	
MRT	11	120850012002024	
MRT	11	120850012002025	
MRT	11	120850012002026	
MRT	11	120850012002027	
MRT	11	120850012002028	
MRT	11	120850012002029	
MRT	11	120850012002030	
MRT	11	120850012002031	
MRT	11	120850012002032	
MRT	11	120850012002033	
MRT	11	120850012002034	
MRT	16	120850013011000	
MRT	16	120850013011001	
MRT	16	120850013011002	
MRT	16	120850013011003	
MRT	16	120850013011004	
MRT	16	120850013011005	
MRT	16	120850013011006	
MRT	16	120850013011007	
MRT	16	120850013011008	
MRT	16	120850013011009	
MRT	16	120850013011010	
MRT	16	120850013011011	
MRT	16	120850013011012	
MRT	16	120850013011013	
MRT	16	120850013011014	
MRT	16	120850013011015	
MRT	16	120850013011016	
MRT	16	120850013011017	
MRT	16	120850013011018	
MRT	16	120850013011019	
MRT	16	120850013011020	
MRT	16	120850013011021	
MRT	16	120850013011022	
MRT	16	120850013011023	
MRT	16	120850013011024	
MRT	16	120850013011025	
MRT	16	120850013011026	
MRT	16	120850013011027	
MRT	16	120850013011028	
MRT	16	120850013011029	
MRT	16	120850013011030	
MRT	16	120850013011031	
MRT	16	120850013011032	
MRT	16	120850013011033	
MRT	16	120850013011034	
MRT	16	120850013011035	
MRT	16	120850013011036	
MRT	16	120850013011037	
MRT	16	120850013011038	
MRT	16	120850013012000	
MRT	16	120850013012001	
MRT	16	120850013012002	
MRT	16	120850013012003	
MRT	16	120850013012004	
MRT	16	120850013012005	
MRT	16	120850013012006	
MRT	16	120850013012007	
MRT	16	120850013012008	
MRT	16	120850013012009	
MRT	16	120850013012010	
MRT	16	120850013012011	
MRT	16	120850013012012	
MRT	16	120850013012013	
MRT	16	120850013012014	
MRT	16	120850013012015	
MRT	16	120850013012016	
MRT	16	120850013012017	
MRT	16	120850013012018	
MRT	16	120850013012019	
MRT	16	120850013012020	
MRT	16	120850013012021	
MRT	16	120850013012022	
MRT	16	120850013012023	
MRT	16	120850013012024	
MRT	16	120850013012025	
MRT	16	120850013012026	
MRT	5	120850013013000	
MRT	13	120850013013001	
MRT	13	120850013013002	
MRT	13	120850013013003	
MRT	13	120850013013004	
MRT	13	120850013013005	
MRT	13	120850013013006	
MRT	13	120850013013007	
MRT	13	120850013013008	
MRT	16	120850013013009	
MRT	16	120850013013010	
MRT	16	120850013013011	
MRT	16	120850013013012	
MRT	16	120850013013013	
MRT	13	120850013013014	
MRT	13	120850013013015	
MRT	16	120850013013016	
MRT	16	120850013013017	
MRT	13	120850013013018	
MRT	13	120850013013019	
MRT	13	120850013013020	
MRT	13	120850013013021	
MRT	16	120850013013022	
MRT	13	120850013013023	
MRT	13	120850013013024	
MRT	13	120850013013025	
MRT	13	120850013013026	
MRT	13	120850013013027	
MRT	13	120850013013028	
MRT	13	120850013013029	
MRT	13	120850013013030	
MRT	13	120850013013031	
MRT	13	120850013013032	
MRT	13	120850013013033	
MRT	13	120850013013034	
MRT	13	120850013013035	
MRT	13	120850013013036	
MRT	13	120850013013037	
MRT	13	120850013014000	
MRT	13	120850013014001	
MRT	13	120850013014002	
MRT	13	120850013014003	
MRT	13	120850013014004	
MRT	13	120850013014005	
MRT	13	120850013014006	
MRT	13	120850013014007	
MRT	13	120850013014008	
MRT	13	120850013014009	
MRT	13	120850013014010	
MRT	13	120850013014011	
MRT	13	120850013014012	
MRT	13	120850013014013	
MRT	13	120850013014014	
MRT	13	120850013014015	
MRT	13	120850013014016	
MRT	13	120850013014017	
MRT	13	120850013014018	
MRT	13	120850013014019	
MRT	13	120850013014020	
MRT	13	120850013014021	
MRT	13	120850013014022	
MRT	13	120850013014023	
MRT	13	120850013014024	
MRT	13	120850013014025	
MRT	13	120850013014026	
MRT	13	120850013014027	
MRT	13	120850013014028	
MRT	13	120850013014029	
MRT	13	120850013014030	
MRT	13	120850013014031	
MRT	13	120850013021000	
MRT	13	120850013021001	
MRT	13	120850013021002	
MRT	13	120850013021003	
MRT	13	120850013021004	
MRT	13	120850013021005	
MRT	13	120850013021006	
MRT	13	120850013021007	
MRT	13	120850013021008	
MRT	13	120850013021009	
MRT	13	120850013021010	
MRT	13	120850013021011	
MRT	13	120850013021012	
MRT	13	120850013021013	
MRT	13	120850013021014	
MRT	13	120850013021015	
MRT	13	120850013021016	
MRT	13	120850013021017	
MRT	13	120850013021018	
MRT	13	120850013021019	
MRT	13	120850013021020	
MRT	13	120850013021021	
MRT	13	120850013021022	
MRT	13	120850013021023	
MRT	13	120850013021024	
MRT	13	120850013021025	
MRT	13	120850013021026	
MRT	13	120850013021027	
MRT	13	120850013021028	
MRT	13	120850013021029	
MRT	13	120850013021030	
MRT	13	120850013021031	
MRT	13	120850013022000	
MRT	13	120850013022001	
MRT	13	120850013022002	
MRT	13	120850013022003	
MRT	13	120850013022004	
MRT	13	120850013022005	
MRT	13	120850013022006	
MRT	13	120850013022007	
MRT	13	120850013022008	
MRT	13	120850013022009	
MRT	13	120850013022010	
MRT	13	120850013022011	
MRT	13	120850013022012	
MRT	13	120850013022013	
MRT	13	120850013022014	
MRT	13	120850013022015	
MRT	13	120850013022016	
MRT	13	120850013022017	
MRT	13	120850013022018	
MRT	13	120850013022019	
MRT	13	120850013022020	
MRT	13	120850013022021	
MRT	13	120850013022022	
MRT	13	120850013022023	
MRT	13	120850013022024	
MRT	13	120850013022025	
MRT	13	120850013022026	
MRT	13	120850013022027	
MRT	13	120850013022028	
MRT	13	120850013022029	
MRT	13	120850013022030	
MRT	13	120850013022031	
MRT	13	120850013022032	
MRT	13	120850013022033	
MRT	13	120850013022034	
MRT	13	120850013022035	
MRT	13	120850013022036	
MRT	13	120850013023000	
MRT	13	120850013023001	
MRT	13	120850013023002	
MRT	13	120850013023003	
MRT	13	120850013023004	
MRT	13	120850013023005	
MRT	13	120850013023006	
MRT	13	120850013023007	
MRT	13	120850013023008	
MRT	13	120850013023009	
MRT	13	120850013023010	
MRT	13	120850013023011	
MRT	13	120850013023012	
MRT	31	120850014041000	
MRT	31	120850014041001	
MRT	31	120850014041002	
MRT	31	120850014041003	
MRT	31	120850014041004	
MRT	19	120850014041005	
MRT	19	120850014041006	
MRT	19	120850014041007	
MRT	19	120850014041008	
MRT	19	120850014041009	
MRT	19	120850014041010	
MRT	19	120850014041011	
MRT	19	120850014041012	
MRT	19	120850014041013	
MRT	19	120850014041014	
MRT	19	120850014041015	
MRT	19	120850014041016	
MRT	19	120850014041017	
MRT	19	120850014041018	
MRT	19	120850014041019	
MRT	19	120850014041020	
MRT	19	120850014041021	
MRT	19	120850014041022	
MRT	19	120850014041023	
MRT	19	120850014041024	
MRT	19	120850014041025	
MRT	19	120850014041026	
MRT	19	120850014041027	
MRT	19	120850014041028	
MRT	19	120850014041029	
MRT	19	120850014041030	
MRT	19	120850014041031	
MRT	19	120850014041032	
MRT	19	120850014041033	
MRT	19	120850014041034	
MRT	19	120850014041035	
MRT	19	120850014041036	
MRT	19	120850014041037	
MRT	19	120850014041038	
MRT	31	120850014041039	
MRT	19	120850014041040	
MRT	19	120850014041041	
MRT	31	120850014041042	
MRT	19	120850014041043	
MRT	19	120850014041044	
MRT	19	120850014041045	
MRT	19	120850014041046	
MRT	19	120850014041047	
MRT	19	120850014041048	
MRT	19	120850014041049	
MRT	19	120850014041050	
MRT	19	120850014041051	
MRT	19	120850014041052	
MRT	19	120850014041053	
MRT	19	120850014041054	
MRT	19	120850014042000	
MRT	19	120850014042001	
MRT	19	120850014042002	
MRT	19	120850014042003	
MRT	19	120850014042004	
MRT	19	120850014042005	
MRT	19	120850014042006	
MRT	19	120850014042007	
MRT	19	120850014042008	
MRT	19	120850014042009	
MRT	19	120850014042010	
MRT	19	120850014042011	
