MON	1	120879718001029	
MON	1	120879718001030	A
MON	1	120879718002013	
MON	1	120879718002014	
MON	1	120879718002015	
MON	1	120879718002016	
MON	1	120879718002019	
MON	1	120879718002020	
MON	1	120879718002021	
MON	1	120879718002022	
MON	1	120879718002023	
MON	1	120879718002024	
MON	1	120879718002025	
MON	1	120879718002026	
MON	1	120879718002027	
MON	1	120879718002028	
MON	1	120879718002036	
MON	1	120879718002037	
MON	1	120879718002038	
MON	1	120879718002039	
MON	1	120879718002040	
MON	1	120879719001000	
MON	1	120879719001001	
MON	1	120879719001002	
MON	1	120879719001003	
MON	1	120879719001004	
MON	1	120879719001005	
MON	1	120879719001006	
MON	1	120879719001007	
MON	1	120879719001008	
MON	1	120879719001009	
MON	1	120879719001010	
MON	1	120879719001011	
MON	1	120879719001012	
MON	1	120879719001013	
MON	1	120879719001016	
MON	1	120879719001017	
MON	1	120879719001018	
MON	1	120879719001019	
MON	1	120879719001020	
MON	1	120879719001025	
MON	1	120879719001026	
MON	1	120879719001027	
MON	1	120879719001028	
MON	1	120879719001029	
MON	1	120879719001030	
MON	1	120879719001031	
MON	1	120879719001034	
MON	1	120879719001035	
MON	1	120879719001036	
MON	1	120879719001038	
MON	1	120879719001039	
MON	1	120879719002000	
MON	1	120879719002001	
MON	1	120879719002002	
MON	1	120879719002015	
MON	1	120879719002016	
MON	1	120879719003000	
MON	1	120879719003001	
MON	1	120879719003007	
MON	1	120879719003008	
MON	1	120879719003009	
MON	1	120879719003010	
MON	2	120879718002017	
MON	2	120879718002018	
MON	2	120879718002032	
MON	2	120879718002034	
MON	2	120879718002035	
MON	2	120879720001000	
MON	2	120879720001001	
MON	2	120879720001007	
MON	2	120879720002000	
MON	2	120879720002001	
MON	2	120879720002002	
MON	2	120879720002003	
MON	2	120879720002004	
MON	2	120879720002005	
MON	2	120879720002006	
MON	2	120879720002007	
MON	2	120879720002008	
MON	2	120879720002009	
MON	2	120879720002010	
MON	2	120879720002011	
MON	2	120879720002012	
MON	2	120879720002013	
MON	2	120879720002014	
MON	2	120879720002015	
MON	2	120879720002016	
MON	2	120879720002017	
MON	2	120879720002018	
MON	2	120879720002019	
MON	2	120879720002020	
MON	2	120879720002021	
MON	2	120879720002022	
MON	2	120879720002023	
MON	2	120879720002024	
MON	2	120879720002025	
MON	2	120879720002026	
MON	2	120879720002027	
MON	2	120879720002028	
MON	2	120879720002029	
MON	2	120879720002030	
MON	2	120879720003000	
MON	2	120879720003001	
MON	2	120879720003002	
MON	2	120879720003003	
MON	2	120879720003004	
MON	2	120879720003005	
MON	2	120879720003006	
MON	2	120879720003007	
MON	2	120879720003008	
MON	2	120879720003009	
MON	2	120879720003012	
MON	2	120879720003013	
MON	2	120879721002033	
MON	2	120879721002036	
MON	2	120879722004019	
MON	2	120879722004020	
MON	2	120879722004021	
MON	2	120879722004025	
MON	2	120879900000052	
MON	2	120879900000053	
MON	3	120879720001002	
MON	3	120879720001003	
MON	3	120879720001004	
MON	3	120879720001005	
MON	3	120879720001006	
MON	3	120879720001008	
MON	3	120879720001012	
MON	3	120879720001013	
MON	3	120879720001014	
MON	3	120879720001015	
MON	3	120879720001016	
MON	3	120879720001017	
MON	3	120879720001018	
MON	3	120879720001019	
MON	3	120879720001020	
MON	3	120879720001021	
MON	3	120879720001022	
MON	3	120879720001024	
MON	3	120879720001025	
MON	3	120879720001026	
MON	3	120879720001027	
MON	3	120879720001030	
MON	3	120879720001031	
MON	3	120879720001032	
MON	3	120879720001033	
MON	3	120879720001034	
MON	3	120879720001035	
MON	3	120879720001036	
MON	3	120879720001037	
MON	3	120879720001038	
MON	3	120879720001039	
MON	3	120879720001040	
MON	3	120879720001041	
MON	3	120879720003010	
MON	3	120879720003011	
MON	3	120879720003014	
MON	3	120879723002019	
MON	3	120879723002020	
MON	3	120879723002021	
MON	3	120879723002022	
MON	3	120879723002023	
MON	3	120879723002024	
MON	3	120879723002025	
MON	3	120879723002026	
MON	3	120879724002015	
MON	3	120879724002016	
MON	3	120879724002017	
MON	3	120879724002028	
MON	3	120879724002029	
MON	3	120879724002030	
MON	3	120879725001107	A
MON	3	120879726001000	
MON	3	120879726001001	
MON	3	120879726001002	
MON	3	120879726001003	
MON	3	120879726001004	
MON	3	120879726001005	
MON	3	120879726001006	
MON	3	120879726001007	
MON	3	120879726001008	
MON	3	120879726001009	
MON	3	120879726001010	
MON	3	120879726001011	
MON	3	120879726001012	
MON	3	120879726001013	
MON	3	120879726001014	
MON	3	120879726001015	
MON	3	120879726001016	
MON	3	120879726001020	
MON	3	120879726001021	
MON	3	120879726001022	
MON	3	120879726001023	
MON	3	120879726001024	
MON	3	120879726001025	
MON	3	120879726001026	
MON	3	120879726001027	
MON	3	120879726001037	
MON	3	120879726001038	
MON	3	120879726001039	
MON	3	120879726001040	
MON	3	120879900000054	
MON	3	120879900000055	
MON	3	120879900000056	
MON	3	120879900000064	
MON	3	120879900000065	
MON	3	120879900000093	
MON	4	120879724001008	
MON	4	120879724001009	
MON	4	120879724001010	
MON	4	120879724001011	
MON	4	120879724001012	
MON	4	120879724001013	
MON	4	120879724001014	
MON	4	120879724001015	
MON	4	120879724001016	
