HAM	8	120479602001123	 
HAM	7	120479602003002	 
HAM	7	120479602003018	 
HAM	7	120479602003129	 
HAM	7	120479602003110	 
HAM	1	120479602001020	 
HAM	1	120479602001047	 
HAM	7	120479602003115	 
HAM	7	120479602003060	 
HAM	8	120479602001066	 
HAM	1	120479602002000	 
HAM	1	120479602002003	 
HAM	1	120479602002030	 
HAM	1	120479602002037	 
HAM	1	120479602002083	 
HAM	6	120479601001169	 
HAM	6	120479601001195	 
HAM	6	120479601001193	 
HAM	4	120479601001179	 
HAM	6	120479601001113	 
HAM	6	120479601001121	 
HAM	6	120479601001224	 
HAM	6	120479601001166	 
HAM	6	120479601001112	 
HAM	6	120479601001238	 
HAM	4	120479601003000	 
HAM	4	120479601001063	 
HAM	4	120479601001060	 
HAM	4	120479601003086	 
HAM	4	120479601001007	 
HAM	2	120479601005004	 
HAM	4	120479601003047	 
HAM	4	120479601001273	 
HAM	5	120479601005077	 
HAM	2	120479601005032	 
HAM	2	120479601005038	 
HAM	5	120479601005046	 
HAM	4	120479601001277	 
HAM	2	120479601005082	 
HAM	5	120479601005061	 
HAM	2	120479601004019	 
HAM	2	120479601004042	 
HAM	2	120479601004050	 
HAM	4	120479601001264	 
HAM	2	120479601004056	 
HAM	4	120479601001282	 
HAM	7	120479602003106	 
HAM	1	120479602003101	 
HAM	1	120479602003088	 
HAM	7	120479602003114	 
HAM	7	120479602003102	 
HAM	1	120479602001011	 
HAM	7	120479602003076	 
HAM	1	120479602003094	 
HAM	1	120479602002001	 
HAM	1	120479602002031	 
HAM	1	120479602002048	 
HAM	1	120479602002029	 
HAM	1	120479602002028	 
HAM	1	120479602002041	 
HAM	1	120479602002035	 
HAM	1	120479602003100	 
HAM	1	120479602002080	 
HAM	3	120479603001053	 
HAM	3	120479603001098	 
HAM	6	120479603002009	 
HAM	3	120479603001047	 
HAM	3	120479603001164	 
HAM	3	120479603001036	 
HAM	5	120479603002023	 
HAM	6	120479603001118	 
HAM	5	120479603002017	 
HAM	6	120479603002031	 
HAM	6	120479603002016	 
HAM	7	120479602003055	 
HAM	1	120479602002064	 
HAM	1	120479602002066	 
HAM	1	120479602002072	 
HAM	1	120479602001000	 
HAM	1	120479602001003	 
HAM	1	120479602001007	 
HAM	8	120479602001026	 
HAM	8	120479602001021	 
HAM	1	120479602002084	 
HAM	4	120479601003021	 
HAM	4	120479601003026	 
HAM	2	120479601005027	 
HAM	5	120479601001205	 
HAM	5	120479601001191	 
HAM	5	120479601001210	 
HAM	6	120479601001222	 
HAM	4	120479601003093	 
HAM	4	120479601001180	 
HAM	5	120479601002046	 
HAM	5	120479601002052	 
HAM	6	120479603001082	 
HAM	3	120479603001064	 
HAM	3	120479603001050	 
HAM	6	120479603001120	 
HAM	3	120479603001060	 
HAM	3	120479603001051	 
HAM	3	120479603001017	 
HAM	5	120479601002031	 
HAM	4	120479601001139	 
HAM	4	120479601003045	 
HAM	2	120479601005020	 
HAM	2	120479601005083	 
HAM	2	120479601002006	 
HAM	4	120479601001054	 
HAM	4	120479601001017	 
HAM	4	120479601001026	 
HAM	4	120479601001032	 
HAM	4	120479601001031	 
HAM	4	120479601001029	 
HAM	4	120479601001038	 
HAM	4	120479601001090	 
HAM	4	120479601001249	 
HAM	4	120479601001085	 
HAM	2	120479601002003	 
HAM	1	120479602002075	 
HAM	1	120479602002076	 
HAM	1	120479602001002	 
HAM	1	120479602001039	 
HAM	1	120479602001017	 
HAM	8	120479602001031	 
HAM	8	120479602001025	 
HAM	2	120479601005000	 
HAM	4	120479601003077	 
HAM	5	120479601002047	 
HAM	4	120479601003029	 
HAM	6	120479603001083	 
HAM	6	120479603001119	 
HAM	3	120479603002079	 
HAM	6	120479603001117	 
HAM	6	120479603002028	 
HAM	7	120479602003084	 
HAM	7	120479602003007	 
HAM	7	120479602003003	 
HAM	7	120479602003079	 
HAM	7	120479602003024	 
HAM	1	120479602002024	 
HAM	1	120479602002059	 
HAM	1	120479602001001	 
HAM	1	120479602002081	 
HAM	7	120479602003121	 
HAM	8	120479602001112	 
HAM	8	120479602001091	 
HAM	8	120479602001092	 
HAM	8	120479602001044	 
HAM	8	120479602001104	 
HAM	3	120479603002048	 
HAM	3	120479603001129	 
HAM	3	120479603001142	 
HAM	3	120479603002089	 
HAM	3	120479603002112	 
HAM	3	120479603002113	 
HAM	3	120479603002105	 
HAM	6	120479603002005	 
HAM	3	120479603002046	 
HAM	3	120479603002067	 
HAM	3	120479603002075	 
HAM	3	120479603001152	 
HAM	6	120479603001108	 
HAM	3	120479603001146	 
HAM	3	120479603001090	 
HAM	6	120479603001091	 
HAM	3	120479603001030	 
HAM	6	120479603002013	 
HAM	3	120479603002104	 
HAM	8	120479602001004	 
HAM	1	120479602001018	 
HAM	8	120479602001016	 
HAM	8	120479602001077	 
HAM	8	120479602001062	 
HAM	8	120479602001053	 
HAM	8	120479602001059	 
HAM	8	120479602001106	 
HAM	8	120479602001109	 
HAM	8	120479602001125	 
HAM	7	120479602003009	 
HAM	1	120479602001012	 
HAM	7	120479602003067	 
HAM	7	120479602003064	 
HAM	1	120479602003095	 
HAM	8	120479602001035	 
HAM	3	120479603001034	 
HAM	3	120479603001048	 
HAM	3	120479603001161	 
HAM	3	120479603001100	 
HAM	3	120479603001018	 
HAM	3	120479603001002	 
HAM	3	120479603001131	 
HAM	3	120479603002043	 
HAM	3	120479603002052	 
HAM	3	120479603002071	 
HAM	3	120479603002088	 
HAM	3	120479603002106	 
HAM	3	120479603002083	 
HAM	3	120479603002090	 
HAM	3	120479603001128	 
HAM	3	120479603002063	 
HAM	4	120479601001016	 
HAM	4	120479601001014	 
HAM	4	120479601001076	 
HAM	4	120479601001232	 
HAM	4	120479601001233	 
HAM	6	120479601001162	 
HAM	5	120479601002038	 
HAM	6	120479601001175	 
HAM	4	120479601001270	 
