TAY	7	121239501001168
TAY	7	121239501004045
TAY	7	121239501004042
TAY	7	121239501004089
TAY	7	121239501001116
TAY	7	121239501001138
TAY	7	121239501004023
TAY	7	121239501004032
TAY	7	121239501004057
TAY	12	121239502001021
TAY	12	121239502001070
TAY	1	121239501003026
TAY	1	121239501003066
TAY	12	121239502004043
TAY	12	121239502004029
TAY	12	121239502001091
TAY	12	121239502001090
TAY	1	121239501003078
TAY	8	121239503002005
TAY	8	121239503002009
TAY	13	121239503002044
TAY	8	121239503002027
TAY	13	121239503001005
TAY	13	121239503001050
TAY	8	121239503002074
TAY	13	121239503001019
TAY	13	121239503001017
TAY	8	121239503004011
TAY	9	121239503004023
TAY	7	121239502005646
TAY	8	121239503002026
TAY	8	121239503002052
TAY	14	121239502005645
TAY	14	121239502002012
TAY	12	121239502002067
TAY	10	121239503006013
TAY	14	121239502003019
TAY	14	121239502003020
TAY	2	121239503005031
TAY	2	121239503006058
TAY	6	121239502005040
TAY	6	121239502005026
TAY	13	121239503006022
TAY	14	121239502005457
TAY	14	121239502005484
TAY	14	121239502005480
TAY	14	121239502005570
TAY	12	121239502004064
TAY	6	121239502005189
TAY	14	121239502005085
TAY	14	121239502005079
TAY	6	121239502005198
TAY	14	121239502005188
TAY	6	121239502005618
TAY	6	121239502005024
TAY	1	121239501002053
TAY	7	121239501001197
TAY	6	121239501001222
TAY	14	121239502005159
TAY	14	121239502002020
TAY	14	121239502002048
TAY	12	121239502001010
TAY	12	121239502004042
TAY	2	121239503006070
TAY	10	121239501004135
TAY	7	121239501002008
TAY	14	121239502003008
TAY	14	121239502005447
TAY	10	121239503006079
TAY	2	121239503006071
TAY	6	121239502005116
TAY	14	121239502005091
TAY	6	121239502005110
TAY	7	121239501001181
TAY	6	121239502005000
TAY	6	121239502005044
TAY	6	121239501001216
TAY	6	121239501001045
TAY	6	121239501001056
TAY	6	121239501001036
TAY	6	121239502005249
TAY	6	121239502005236
TAY	3	121239504002056
TAY	3	121239504004576
TAY	5	121239504004386
TAY	3	121239504004374
TAY	4	121239504004354
TAY	3	121239504002110
TAY	3	121239504002116
TAY	3	121239504002115
TAY	3	121239504004370
TAY	3	121239504002071
TAY	7	121239501004188
TAY	7	121239501004085
TAY	7	121239501004076
TAY	7	121239501004180
TAY	7	121239501004198
TAY	7	121239501004079
TAY	7	121239501004190
TAY	7	121239501004191
TAY	7	121239501004192
TAY	7	121239501004104
TAY	6	121239502005229
TAY	6	121239502005294
TAY	6	121239502005606
TAY	6	121239502005332
TAY	14	121239502005282
TAY	5	121239504001069
TAY	5	121239504001134
TAY	2	121239504003229
TAY	11	121239504003312
TAY	11	121239504003234
TAY	11	121239504003230
TAY	5	121239504001126
TAY	3	121239504003302
TAY	5	121239504001102
TAY	5	121239504001059
TAY	5	121239504001065
TAY	5	121239504004419
TAY	2	121239504003336
TAY	5	121239504001048
TAY	5	121239504001033
TAY	5	121239504001149
TAY	14	121239502003010
TAY	14	121239502005165
TAY	6	121239501001066
TAY	6	121239501001058
TAY	7	121239501001208
TAY	7	121239501001076
TAY	12	121239502001011
TAY	7	121239501004186
TAY	7	121239502005654
TAY	6	121239501001080
TAY	7	121239501001078
TAY	2	121239504003008
TAY	2	121239504003126
TAY	2	121239504003150
TAY	2	121239504003123
TAY	2	121239504003121
TAY	3	121239504002046
TAY	11	121239504004121
TAY	11	121239504004567
TAY	11	121239504004118
TAY	4	121239504004223
TAY	2	121239504003144
TAY	2	121239504003199
TAY	2	121239504003198
TAY	2	121239504003170
TAY	2	121239504003099
TAY	12	121239502001036
TAY	12	121239502001049
TAY	12	121239502001016
TAY	1	121239501003056
TAY	1	121239501003077
TAY	6	121239502005191
TAY	6	121239502005197
TAY	14	121239502005187
TAY	6	121239502005005
TAY	6	121239502005057
TAY	6	121239502005056
TAY	6	121239501001060
TAY	13	121239503001004
TAY	8	121239503003021
TAY	8	121239503002071
TAY	8	121239503004017
TAY	7	121239501004041
TAY	7	121239501004103
TAY	7	121239501004043
TAY	7	121239501004105
TAY	7	121239501004189
TAY	7	121239501004179
TAY	7	121239501004199
TAY	6	121239502005291
TAY	6	121239502005304
TAY	6	121239502005318
TAY	6	121239501001042
TAY	6	121239502005142
TAY	7	121239501001125
TAY	12	121239502001009
TAY	10	121239501004159
TAY	14	121239502005162
TAY	14	121239502005166
TAY	14	121239502005373
TAY	14	121239502002018
TAY	14	121239502005562
TAY	14	121239502005596
TAY	12	121239502001005
TAY	12	121239502001034
TAY	6	121239501001090
TAY	7	121239501001112
TAY	7	121239501001115
TAY	7	121239501004008
TAY	7	121239501004009
TAY	7	121239501001141
TAY	7	121239501004012
TAY	6	121239502005072
TAY	1	121239501002069
TAY	8	121239503003003
TAY	8	121239503002042
TAY	10	121239503006014
TAY	14	121239502002000
TAY	10	121239503006036
